Battery_Used,ElapsedTimestamp
0.020000000000000018,330
0.030000000000000027,324
0.019999999999999962,107
0.1,685
0.010000000000000009,79
0.14,26346
0.09999999999999998,1048
0.05999999999999994,405
0.010000000000000009,64
0.07,63
0.09,81
0.039999999999999925,468
0.08999999999999997,634
0.020000000000000018,182
0.020000000000000018,121
0.020000000000000018,1763
0.05999999999999994,20596
0.010000000000000009,64
0.050000000000000044,488
0.19,1220
0.03,30
0.010000000000000009,120
0.06,181
0.009999999999999998,404
0.039999999999999925,481
0.03,241
0.010000000000000009,90
0.010000000000000009,100
0.12000000000000002,490
0.030000000000000027,210
0.39999999999999997,1750
0.04000000000000001,420
0.039999999999999994,50
0.030000000000000006,12
0.04999999999999993,580
0.05999999999999994,671
0.010000000000000009,48
0.030000000000000027,300
0.030000000000000027,343
0.040000000000000036,1070
0.050000000000000044,580
0.04999999999999999,496
0.020000000000000018,304
0.12,1621
0.13,11284
0.050000000000000044,617
0.06,872
0.1499999999999999,686
0.07999999999999996,81839
0.010000000000000009,180
0.04000000000000001,602
0.01999999999999999,203
0.010000000000000002,69
0.030000000000000027,210
0.030000000000000027,744
0.08999999999999997,630
0.010000000000000009,69
0.050000000000000044,947
0.039999999999999925,280
0.010000000000000009,70
0.010000000000000009,70
0.07999999999999996,881
0.029999999999999916,496
0.010000000000000009,172
0.050000000000000044,559
0.010000000000000009,176
0.030000000000000027,507
0.08000000000000007,50926
0.07000000000000006,1172
0.039999999999999925,688
0.020000000000000018,362
0.07000000000000006,666
0.08000000000000007,725
0.13,391
0.030000000000000027,165
0.14,466
0.17000000000000004,511
0.08999999999999997,330
0.14,539
0.18,566
0.010000000000000009,30
0.42999999999999994,1865
0.14,80909
0.04999999999999993,927
0.030000000000000027,1199
0.010000000000000009,241
0.010000000000000009,173
0.020000000000000018,705
0.14,1031
0.04999999999999993,300
0.020000000000000018,299
0.010000000000000009,757
0.20000000000000007,784
0.029999999999999916,138
0.010000000000000009,346
0.019999999999999997,90
0.17000000000000004,690
0.020000000000000018,252
0.039999999999999925,154
0.029999999999999916,140
0.10000000000000003,383
0.010000000000000009,91
0.010000000000000009,56
0.020000000000000018,182
0.010000000000000009,100
0.009999999999999898,58
0.030000000000000027,2438
0.21999999999999997,5958
0.010000000000000009,69
0.020000000000000018,240
0.010000000000000009,140
0.08000000000000007,832
