Battery_Used,ElapsedTimestamp
0.009999999999999981,240
0.13,1810
0.010000000000000009,180
0.08999999999999997,1080
0.17999999999999994,1580
0.009999999999999898,120
0.08000000000000002,3373
0.65,4597
0.15000000000000002,1570
0.84,19063
0.09999999999999998,2786
0.08000000000000002,740
0.010000000000000009,70
0.21000000000000002,1912
0.36,8610
0.14,2591
0.06000000000000005,1945
0.020000000000000018,125
0.16,876
0.009999999999999995,721
0.030000000000000013,3403
0.06,5922
0.020000000000000004,182
0.020000000000000018,279
0.020000000000000018,667
0.009999999999999995,13
0.010000000000000009,40
0.009999999999999898,67
0.030000000000000027,127
0.08000000000000002,395
0.08000000000000002,285
0.30999999999999994,33742
0.05,3924
0.08000000000000007,400
0.010000000000000009,100
0.020000000000000018,19327
0.049999999999999996,251
0.05999999999999994,541
0.010000000000000009,133
0.020000000000000018,351
0.009999999999999995,120
0.019999999999999907,445
0.06000000000000005,11847
0.010000000000000009,194
0.010000000000000009,326
0.010000000000000009,253
0.13,2016
0.02999999999999997,174
0.020000000000000018,163
0.019999999999999907,560
0.020000000000000018,350
0.06999999999999995,626
0.040000000000000036,3247
0.22,14308
0.06999999999999998,23300
0.010000000000000009,11
0.03,418
0.01999999999999999,241
