Battery_Used,ElapsedTimestamp
0.010000000000000009,155
0.010000000000000009,40
0.05999999999999994,641
0.019999999999999907,240
0.010000000000000009,80
0.05999999999999994,781
0.01999999999999999,90
0.020000000000000018,218
0.010000000000000009,1969
0.029999999999999916,167
0.08000000000000002,980
0.13,24853
0.04999999999999993,371
0.029999999999999916,13177
0.019999999999999907,238
0.13,1476
0.15,1620
0.020000000000000018,205
0.07,654
0.03999999999999998,367
0.039999999999999925,280
0.039999999999999925,435
0.030000000000000027,629
0.010000000000000009,108
0.03,176
0.010000000000000009,151
0.040000000000000036,287
0.14,140
0.010000000000000009,133
