ElapsedTimestamp,Battery_Used
180,0.020000000000000018
211,0.030000000000000027
810,0.07
751,0.030000000000000027
631,0.039999999999999925
750,0.050000000000000044
330,0.039999999999999925
331,0.030000000000000027
438,0.05999999999999994
1802,0.12
164,0.009999999999999995
1686,0.08000000000000007
13,0.0
22794,0.05000000000000002
579,0.04999999999999993
1536,0.07999999999999996
931,0.05999999999999994
70380,0.0
50,0.010000000000000009
200,0.020000000000000018
780,0.039999999999999925
210,0.010000000000000009
1612,0.10999999999999999
1470,0.08000000000000002
1653,0.09999999999999998
1984,0.13
270,0.010000000000000009
849,0.06
2555,0.21
10249,0.28
4798,0.26999999999999996
3157,0.21
1263,0.08999999999999997
120,0.010000000000000009
2585,0.19
510,0.030000000000000027
933,0.04999999999999999
1774,0.08999999999999997
961,0.050000000000000044
5582,0.19000000000000006
2645,0.14
2134,0.12000000000000005
4148,0.22000000000000008
967,0.06999999999999995
3278,0.56
1663,0.22
720,0.24000000000000002
602,0.20000000000000007
90,0.019999999999999962
1558,0.28
270,0.03
15764,0.30999999999999994
1280,0.24
2201,0.6799999999999999
76,0.020000000000000018
659,0.21
1324,0.10000000000000009
1202,0.26
432,0.050000000000000044
650,0.14
1011,0.14999999999999997
1711,0.17000000000000004
391,0.05999999999999994
1640,0.22000000000000003
181,0.05999999999999994
39,0.010000000000000009
838,0.13999999999999996
458,0.07999999999999999
872,0.29
1053,0.35
1089,0.36
1474,0.33
2422,0.49000000000000005
953,0.04999999999999999
60,0.020000000000000018
2305,0.16000000000000003
1084,0.15000000000000002
662,0.15000000000000002
1789,0.12000000000000001
613,0.05999999999999994
992,0.13
1030,0.16000000000000003
30,0.010000000000000009
349,0.020000000000000018
29,0.010000000000000009
317,0.019999999999999907
241,0.010000000000000009
7815,0.01
207,0.01
184,0.010000000000000009
860,0.03999999999999998
995,0.020000000000000018
643,0.010000000000000009
246,0.010000000000000009
430,0.020000000000000018
790,0.020000000000000004
725,0.07999999999999996
27134,0.42999999999999994
2982,0.22999999999999998
180,0.019999999999999997
66,0.020000000000000018
480,0.37
1720,0.07999999999999996
1466,0.04000000000000001
31,0.010000000000000009
60,0.019999999999999907
300,0.030000000000000027
8,0.010000000000000002
206,0.03
1262,0.03
48,0.0
611,0.04999999999999993
589,0.05999999999999994
847,0.12
440,0.05000000000000002
210,0.03
188,0.020000000000000004
175,0.03
1453,0.13
1198,0.10999999999999999
161,0.020000000000000018
238,0.009999999999999995
961,0.15
451,0.049999999999999996
1298,0.15999999999999998
242,0.03
1153,0.13999999999999996
1048,0.13
3561,0.49000000000000005
392,0.03999999999999998
152,0.020000000000000018
290,0.040000000000000036
11,0.010000000000000009
150,0.010000000000000009
898,0.04999999999999993
2266,0.14
462,0.06
24,0.010000000000000002
1860,0.22999999999999998
47,0.020000000000000004
15,0.020000000000000018
49,0.04000000000000001
138,0.11
39,0.040000000000000036
585,0.22
1188,0.1
244,0.17
193,0.020000000000000018
60,0.010000000000000009
13246,0.019999999999999907
37,0.009999999999999898
34,0.010000000000000009
142,0.020000000000000018
73,0.009999999999999981
488,0.04000000000000001
46,0.0
35,0.010000000000000009
70,0.010000000000000009
60,0.010000000000000009
1925,0.17000000000000004
2473,0.33
1228,0.18
736,0.049999999999999996
236,0.019999999999999962
2039,0.65
11,0.010000000000000009
620,0.06000000000000005
2186,0.17999999999999994
13626,0.010000000000000009
602,0.050000000000000044
1347,0.03999999999999998
361,0.029999999999999916
542,0.040000000000000036
120,0.010000000000000009
497,0.040000000000000036
5,0.010000000000000009
12224,0.010000000000000009
45838,0.0
712,0.0
27599,0.020000000000000018
24224,0.020000000000000018
155,0.010000000000000009
100,0.010000000000000009
4220,0.0
2542,0.020000000000000018
4841,0.020000000000000018
141,0.010000000000000009
4259,0.47
924,0.09000000000000008
2712,0.30999999999999994
830,0.05999999999999994
1270,0.13
486,0.02999999999999997
758,0.010000000000000009
80,0.010000000000000009
1827,0.08999999999999997
6170,0.6399999999999999
270,0.09000000000000008
3258,0.26
508,0.039999999999999925
171,0.06
219,0.020000000000000018
10365,0.06000000000000005
280,0.0
4408,0.06999999999999995
13,0.020000000000000018
1147,0.06999999999999995
120,0.019999999999999907
6,0.0
280,0.050000000000000044
46,0.010000000000000009
5,0.010000000000000009
339,0.06000000000000005
186,0.020000000000000018
172,0.020000000000000018
3277,0.26999999999999996
161,0.020000000000000018
805,0.10000000000000003
853,0.16999999999999993
549,0.07000000000000006
805,0.12
751,0.09999999999999998
60,0.010000000000000009
22,0.010000000000000009
547,0.08
678,0.07999999999999999
284,0.029999999999999916
890,0.13
30,0.010000000000000009
14,0.0
37,0.010000000000000009
15,0.010000000000000009
15,0.010000000000000009
120,0.020000000000000018
665,0.07999999999999996
301,0.04999999999999993
363,0.08999999999999997
752,0.22999999999999998
331,0.06000000000000005
5319,0.18
482,0.030000000000000027
151,0.020000000000000018
6260,0.42000000000000004
195,0.010000000000000009
626,0.010000000000000009
6381,0.020000000000000018
