Battery_Used,ElapsedTimestamp
0.04999999999999999,226
0.010000000000000009,15
0.019999999999999997,586
0.06,180
0.05,225
0.010000000000000009,29
0.04999999999999999,75
0.050000000000000044,436
0.08999999999999997,135
0.13,196
0.19,421
0.08000000000000002,196
0.05999999999999994,255
0.030000000000000006,421
0.009999999999999953,30
0.12,406
0.04000000000000001,1708
0.16,466
0.010000000000000009,13
0.10999999999999999,466
0.19999999999999998,3206
0.04999999999999999,180
0.33,437
0.51,1677
0.19999999999999998,36170
0.8,4379
0.31,38184
0.12,139
0.54,7365
0.019999999999999907,30
0.7,1741
0.41000000000000003,616
0.31,2481
0.1499999999999999,224
0.19999999999999996,301
0.06999999999999995,271
0.010000000000000009,211
0.010000000000000009,30
0.12,360
0.12,436
0.13999999999999996,647
0.17999999999999997,435
0.010000000000000009,30
0.009999999999999995,61
0.06000000000000005,1054
0.08000000000000007,782
0.009999999999999898,180
0.020000000000000004,140
0.02,240
0.010000000000000009,141
0.03999999999999998,370
0.029999999999999916,370
0.020000000000000018,260
0.20000000000000007,4588
0.029999999999999916,250
0.06,519
0.06,397
0.030000000000000027,6279
0.010000000000000009,60
0.010000000000000009,122
0.02999999999999997,250
0.010000000000000009,57
0.039999999999999925,401
0.050000000000000044,1141
0.039999999999999925,45198
0.15000000000000002,4596
0.020000000000000018,330
0.020000000000000018,481
0.09,1890
0.03999999999999998,1321
0.020000000000000004,390
0.009999999999999981,69
0.010000000000000009,70
0.010000000000000009,70
0.08,3880
0.31000000000000005,12044
0.04999999999999993,418
0.04999999999999993,662
0.05999999999999994,343
0.030000000000000027,210
0.039999999999999994,40
0.11000000000000004,82576
0.09999999999999999,511
0.010000000000000009,41
0.010000000000000009,48
0.010000000000000009,46
0.009999999999999898,41
0.03,140
0.10000000000000003,457
0.049999999999999996,221
0.14,973
0.05999999999999994,181
0.030000000000000027,90
0.07,211
0.010000000000000009,447
0.010000000000000009,46
0.08999999999999997,2297
0.020000000000000018,500
0.020000000000000018,392
0.019999999999999907,119
0.010000000000000009,260
0.020000000000000018,525
0.020000000000000018,572
0.04000000000000001,732
0.040000000000000036,593
0.030000000000000013,586
0.13,2529
0.05,962
0.13000000000000006,7252
0.06999999999999999,1350
0.029999999999999916,2571
0.06,809
0.010000000000000009,150
0.050000000000000044,810
0.03999999999999998,85847
0.01999999999999999,390
0.020000000000000018,480
0.29000000000000004,8683
0.04000000000000001,451
0.05000000000000002,1216
0.030000000000000027,391
0.010000000000000009,60
0.039999999999999994,249
0.07999999999999999,2661
0.010000000000000009,62
0.18000000000000005,71946
0.050000000000000044,650
0.04000000000000001,699
0.04,7311
0.09999999999999998,700
0.06,240
0.03999999999999998,300
0.12,3100
0.06999999999999995,620
0.030000000000000027,140
0.06999999999999995,481
0.010000000000000009,80
0.17000000000000004,1310
0.020000000000000018,66
0.029999999999999916,91
0.030000000000000027,100
0.050000000000000044,261
0.010000000000000009,181
0.06000000000000005,1187
0.04999999999999999,481
0.010000000000000009,120
0.52,10799
0.040000000000000036,541
0.010000000000000009,59
0.020000000000000018,180
0.009999999999999981,6
0.060000000000000026,2711
0.08999999999999997,1053
0.04000000000000001,570
0.15,526
0.010000000000000009,30
0.04,241
0.010000000000000009,75
0.1,617
0.1399999999999999,1504
0.010000000000000009,31
0.07,211
0.22999999999999998,1143
0.12000000000000002,361
0.52,2844
0.030000000000000027,629
0.010000000000000009,139
0.019999999999999907,468
0.09999999999999998,2416
0.06,528
0.04999999999999993,1522
0.11000000000000004,980
0.18999999999999995,1750
0.08999999999999997,916
0.029999999999999916,210
0.04999999999999999,3087
0.040000000000000036,350
0.13000000000000003,1051
