Battery_Used,ElapsedTimestamp
0.07,1745
0.010000000000000009,163
0.010000000000000009,73
0.040000000000000036,594
0.020000000000000018,130
0.010000000000000009,126
0.039999999999999925,308
0.03999999999999998,51283
0.010000000000000009,154
0.010000000000000002,94
0.010000000000000009,8
0.009999999999999898,107
0.010000000000000009,90
0.019999999999999907,210
0.010000000000000009,140
0.050000000000000044,420
0.020000000000000018,895
0.040000000000000036,4445
0.020000000000000018,91
0.14,1998
0.13,3412
0.07,748
0.15,13757
0.010000000000000009,20
0.010000000000000009,9
0.020000000000000018,94
0.2,2899
0.41000000000000003,4060
0.17000000000000004,1399
0.010000000000000009,152
0.010000000000000009,140
0.05999999999999994,182
0.010000000000000009,30
0.4,1354
0.06999999999999998,225
0.029999999999999916,90
0.009999999999999898,30
0.04999999999999993,342
0.040000000000000036,113
0.040000000000000036,416
0.08000000000000007,237
0.05999999999999994,376
0.06000000000000005,375
0.35,1206
0.07,201
0.08999999999999997,257
0.01999999999999999,130
0.07999999999999999,272
0.010000000000000009,5
0.020000000000000018,108
0.010000000000000009,39
0.020000000000000018,5366
0.6,2081
0.9,4909
0.010000000000000009,28
0.010000000000000009,556
0.040000000000000036,189
0.06000000000000005,755
0.08999999999999997,273
0.19999999999999998,602
0.06000000000000005,190
0.020000000000000018,60
0.019999999999999907,60
0.010000000000000009,47
0.009999999999999981,11
0.01999999999999999,105
0.020000000000000018,240
0.009999999999999953,28
0.07,192
0.09,275
0.010000000000000009,29
0.020000000000000018,64
0.020000000000000018,110
0.53,12303
0.030000000000000027,121
0.010000000000000009,35
0.08999999999999997,265
0.029999999999999916,402
0.010000000000000009,167
0.010000000000000009,43
0.15000000000000002,1291
0.48,1444
0.08999999999999997,273
0.010000000000000009,31
0.19,570
0.010000000000000009,108
0.16999999999999998,602
0.019999999999999962,86
0.02999999999999997,433
0.3,997
0.05999999999999994,393
0.010000000000000009,47
0.010000000000000009,3252
0.07000000000000006,200
0.06000000000000005,25549
0.040000000000000036,361
0.14,705
0.040000000000000036,118
0.12000000000000005,14575
0.009999999999999953,1601
0.010000000000000009,1475
0.08,6549
0.48000000000000004,5655
0.07,275
0.030000000000000027,134
0.01,99
0.07,3601
0.010000000000000009,116
0.18999999999999995,2105
0.050000000000000044,420
0.13,1480
0.09999999999999998,991
0.010000000000000009,67
0.010000000000000009,40
0.33,22540
0.010000000000000009,210
0.09000000000000001,910
0.43999999999999995,1321
0.42999999999999994,1290
0.04,115
0.15999999999999992,1412
0.08000000000000007,572
0.18000000000000005,1443
0.08999999999999997,771
0.010000000000000009,53
0.09999999999999998,922
0.09999999999999998,62503
0.14,16585
0.020000000000000004,1332
0.020000000000000018,103
0.03,1992
0.10999999999999999,46083
0.06,3959
0.020000000000000004,125
0.039999999999999994,333
0.06,305
0.18,279
0.04999999999999999,16
0.039999999999999994,283
0.019999999999999962,77
0.020000000000000004,113
0.18,381
0.06,221
0.019999999999999962,111
0.009999999999999898,140
0.010000000000000009,7
0.28,3591
0.29000000000000004,3789
0.020000000000000018,73898
0.020000000000000018,135
0.26,2187
0.79,6638
0.33,2787
0.5,5813
0.44999999999999996,3865
0.2,1609
0.27,2407
0.38,3326
0.019999999999999962,184
0.030000000000000027,283
0.4099999999999999,3355
0.19999999999999996,1633
0.32000000000000006,2693
0.23999999999999994,1885
0.050000000000000044,441
0.10999999999999999,3222
0.07000000000000006,431
0.010000000000000009,94
0.04000000000000001,120
0.020000000000000018,120
0.010000000000000009,94
0.010000000000000009,98
0.030000000000000027,117
0.030000000000000027,120
0.38000000000000006,50333
0.009999999999999995,32
0.039999999999999925,121
0.78,8014
0.10999999999999999,4010
0.22000000000000003,4850
0.25,6135
0.25,6242
0.07,489
0.10999999999999999,1850
0.010000000000000002,1560
0.01999999999999999,453
0.010000000000000009,16
0.13,2071
0.19,2911
0.020000000000000018,1622
0.020000000000000004,102
0.41,83882
0.07,840
0.01999999999999999,140
0.07999999999999996,1230
0.18,2001
0.010000000000000009,31
0.020000000000000018,336
0.020000000000000018,663
0.010000000000000009,122
0.02999999999999997,430
0.08,2538
0.10999999999999999,1470
0.15999999999999998,2030
0.26,2304
0.36,3485
0.10999999999999999,1030
0.09,980
0.009999999999999953,210
0.009999999999999953,70
0.25,3213
0.18000000000000005,2182
0.040000000000000036,510
0.030000000000000027,394
0.010000000000000009,91
0.020000000000000018,120
0.07,690
0.04999999999999993,1321
0.1,81151
0.010000000000000009,120
