Battery_Used,Version,ElapsedTimestamp
0.16,1.37.0,3010
0.03,1.37.0,3159
0.07,1.37.0,6238
0.05,1.37.0,1196
0.01,1.37.0,55
0.03,1.37.0,540
0.05,1.37.0,748
0.01,1.37.0,91
0.03,1.37.0,226
0.02,1.37.0,1174
0.01,1.37.0,75
0.05,1.37.0,421
0.03,1.37.0,1817
0.16,1.37.0,10468
0.02,1.37.0,2609
0.04,1.37.0,352
0.01,1.37.0,60
0.02,1.37.0,199
0.12,1.37.0,927
0.02,1.37.0,471
0.05,1.37.0,11820
0.03,1.37.0,82532
0.02,1.37.0,167
0.03,1.37.0,424
0.03,1.37.0,5325
0.03,1.37.0,2804
0.01,1.37.0,226
0.01,1.37.0,123
0.04,1.37.0,787
0.04,1.37.0,674
0.03,1.37.0,474
0.02,1.37.0,214
0.03,1.37.0,187
0.01,1.37.0,57
0.02,1.37.0,283
0.01,1.37.0,23
0.12,1.17.1,1802
0.03,1.17.1,331
0.06,1.17.1,438
0.02,1.17.1,180
0.03,1.17.1,211
0.07,1.17.1,810
0.03,1.17.1,751
0.04,1.17.1,631
0.05,1.17.1,750
0.04,1.17.1,330
0.03,1.25.3,210
0.02,1.25.3,188
0.03,1.25.3,175
0.13,1.25.3,1453
0.11,1.25.3,1198
0.02,1.25.3,161
0.01,1.25.3,238
0.15,1.25.3,961
0.05,1.25.3,451
0.16,1.25.3,1298
0.03,1.25.3,242
0.12,1.25.3,847
0.05,1.25.3,440
0.34,1.30.0,2326
0.15,1.30.0,1253
0.05,1.30.0,264
0.01,1.30.0,5
0.01,1.30.0,52
0.11,1.30.0,2082
0.01,1.30.0,9
0.01,1.30.0,164
0.02,1.30.0,98
0.04,1.30.0,308
0.01,1.30.0,7
0.08,1.30.0,1063
0.05,1.30.0,368
0.05,1.30.0,432
0.01,1.30.0,1100
0.41,1.30.0,1233
0.11,1.30.0,320
0.39,1.30.0,1173
0.21,1.30.0,1516
0.75,1.30.0,3700
0.2,1.30.0,1759
0.16,1.30.0,481
0.34,1.30.0,1672
0.4,1.30.0,1399
0.06,1.30.0,178
0.42,1.30.0,1685
0.42,1.30.0,4854
0.17,1.30.0,510
0.24,1.30.0,3032
0.28,1.30.0,878
0.24,1.30.0,722
0.39,1.30.0,1174
0.02,1.30.0,60
0.7,1.30.0,2104
0.04,1.30.0,301
0.02,1.30.0,60
0.77,1.30.0,4000
0.52,1.30.0,2798
0.44,1.30.0,1997
0.07,1.30.0,210
0.27,1.30.0,1910
0.24,1.30.0,718
0.02,1.30.0,61
0.02,1.30.0,60
0.2,1.30.0,601
0.04,1.30.0,124
0.01,1.30.0,13
0.27,1.30.0,2537
0.2,1.30.0,692
0.03,1.30.0,90
0.18,1.30.0,907
0.09,1.30.0,257
0.08,1.30.0,386
0.05,1.30.0,183
0.32,1.30.0,2523
0.4,1.30.0,1203
0.29,1.30.0,1851
0.09,1.30.0,432
0.07,1.30.0,478
0.61,1.30.0,3614
0.12,1.30.0,2350
0.15,1.30.0,475
0.01,1.30.0,30
0.07,1.30.0,200
0.05,1.30.0,239
0.02,1.30.0,104
0.02,1.30.0,39
0.37,1.30.0,1113
0.08,1.30.0,360
0.29,1.30.0,1128
0.05,1.30.0,437
0.12,1.30.0,362
0.66,1.30.0,3716
0.13,1.30.0,842
0.01,1.30.0,35
0.2,1.30.0,601
0.03,1.30.0,90
0.22,1.30.0,661
0.22,1.30.0,652
0.19,1.30.0,661
0.18,1.30.0,541
0.01,1.30.0,25
0.05,1.30.0,167
0.03,1.30.0,89
0.01,1.30.0,37
0.01,1.30.0,31
0.24,1.30.0,2604
0.15,1.30.0,1650
0.1,1.30.0,1220
0.26,1.30.0,2390
0.04,1.30.0,397
0.07,1.30.0,687
0.09,1.30.0,691
0.11,1.30.0,1142
0.01,1.30.0,160
0.01,1.30.0,13
0.01,1.30.0,71
0.03,1.30.0,249
0.01,1.30.0,70
0.03,1.30.0,339
0.03,1.30.0,150
0.01,1.30.0,66
0.01,1.30.0,540
0.01,1.30.0,40
0.02,1.30.0,147
0.01,1.30.0,3699
0.01,1.30.0,20
0.01,1.30.0,11
0.05,1.30.0,190
0.03,1.30.0,2
0.01,1.30.0,69
0.03,1.30.0,151
0.07,1.30.0,19756
0.07,1.30.0,485
0.04,1.30.0,121
0.05,1.30.0,1369
0.06,1.30.0,25000
0.06,1.30.0,172
0.03,1.30.0,138
0.03,1.30.0,6236
0.02,1.30.0,131
0.05,1.30.0,166
0.03,1.30.0,214
0.04,1.30.0,188
0.02,1.30.0,96
0.13,1.30.0,4993
0.04,1.30.0,167
0.06,1.30.0,283
0.05,1.30.0,200
0.05,1.30.0,178
0.03,1.30.0,8189
0.05,1.30.0,186
0.04,1.30.0,9073
0.02,1.30.0,53
0.06,1.30.0,266
0.02,1.30.0,119
0.02,1.30.0,98
0.02,1.30.0,99
0.05,1.30.0,238
0.06,1.30.0,5768
0.01,1.30.0,54
0.01,1.30.0,64
0.03,1.30.0,153
0.05,1.30.0,2495
0.01,1.30.0,41
0.02,1.30.0,1271
0.02,1.30.0,42
0.01,1.30.0,38
0.04,1.30.0,11728
0.04,1.30.0,147
0.02,1.30.0,39
0.07,1.30.0,550
0.02,1.30.0,99
0.03,1.30.0,138
0.01,1.30.0,29
0.04,1.30.0,2498
0.07,1.30.0,322
0.02,1.30.0,46
0.01,1.30.0,94
0.04,1.30.0,127
0.02,1.30.0,125
0.03,1.30.0,125
0.03,1.30.0,119
0.05,1.30.0,184
0.06,1.30.0,209
0.05,1.30.0,195
0.05,1.30.0,196
0.01,1.30.0,10
0.02,1.30.0,96
0.05,1.30.0,201
0.1,1.30.0,8572
0.04,1.30.0,195
0.03,1.30.0,154
0.02,1.30.0,100
0.11,1.30.0,11201
0.03,1.30.0,100
0.01,1.30.0,58
0.02,1.30.0,47
0.01,1.30.0,35
0.04,1.30.0,1018
0.05,1.30.0,214
0.05,1.30.0,881
0.01,1.30.0,190
0.01,1.30.0,142
0.08,1.30.0,80
0.65,1.30.0,2220
0.3,1.30.0,1083
0.07,1.30.0,211
0.05,1.30.0,300
0.23,1.30.0,842
0.41,1.30.0,1654
0.03,1.30.0,180
0.05,1.30.0,241
0.01,1.30.0,29
0.01,1.30.0,30
0.01,1.30.0,52
0.01,1.30.0,59848
0.01,1.30.0,25
0.02,1.30.0,1023
0.01,1.30.0,189
0.01,1.30.0,208
0.37,1.30.0,1348
0.01,1.30.0,88
0.03,1.30.0,271
0.12,1.30.0,937
0.01,1.30.0,85
0.04,1.30.0,490
0.01,1.30.0,106
0.07,1.30.0,840
0.32,1.30.0,3680
0.14,1.30.0,1710
0.13,1.30.0,1670
0.51,1.30.0,5310
0.03,1.30.0,175
0.02,1.30.0,89
0.15,1.30.0,1438
0.02,1.30.0,221
0.02,1.30.0,187
0.01,1.30.0,124
0.04,1.30.0,410
0.1,1.30.0,1090
0.01,1.30.0,31
0.23,1.30.0,2070
0.08,1.30.0,1003
0.1,1.30.0,989
0.18,1.30.0,1639
0.04,1.30.0,279
0.18,1.30.0,1757
0.05,1.30.0,536
0.01,1.30.0,34
0.02,1.30.0,1590
0.01,1.30.0,70
0.26,1.30.0,3867
0.12,1.30.0,1475
0.29,1.30.0,5060
0.17,1.30.0,1337
0.43,1.30.0,1765
0.04,1.30.0,142
0.22,1.30.0,3747
0.03,1.30.0,720
0.19,1.30.0,1330
0.29,1.30.0,2578
0.21,1.30.0,1772
0.37,1.30.0,16299
0.02,1.30.0,140
0.37,1.30.0,2980
0.01,1.30.0,49
0.2,1.30.0,1359
0.01,1.30.0,17
0.01,1.30.0,70
0.25,1.30.0,1030
0.02,1.30.0,90
0.18,1.30.0,590
0.1,1.30.0,700
0.16,1.30.0,860
0.11,1.30.0,869
0.01,1.30.0,70
0.15,1.30.0,720
0.12,1.30.0,610
0.5,1.30.0,3239
0.02,1.30.0,140
0.01,1.30.0,171
0.21,1.30.0,1741
0.02,1.30.0,20
0.01,1.30.0,2
0.06,1.30.0,290
0.4,1.30.0,2329
0.02,1.30.0,185
0.01,1.30.0,9
0.02,1.30.0,241
0.01,1.30.0,44
0.2,1.30.0,260
0.1,1.30.0,190
0.01,1.30.0,20
0.06,1.30.0,199
0.14,1.30.0,300
0.09,1.30.0,210
0.06,1.30.0,130
0.07,1.30.0,190
0.3,1.30.0,630
0.12,1.30.0,200
0.12,1.30.0,160
0.12,1.30.0,210
0.15,1.30.0,150
0.04,1.30.0,40
0.74,1.30.0,1430
0.6,1.30.0,770
0.3,1.30.0,420
0.58,1.30.0,1050
0.2,1.30.0,420
0.17,1.30.0,170
0.22,1.30.0,410
0.96,1.30.0,1910
0.2,1.30.0,270
0.14,1.30.0,230
0.64,1.30.0,1060
0.51,1.30.0,620
0.31,1.30.0,470
0.46,1.30.0,740
0.2,1.30.0,320
0.57,1.30.0,798
0.04,1.30.0,4727
0.28,1.30.0,280
0.48,1.30.0,610
0.31,1.30.0,550
0.33,1.30.0,480
0.25,1.30.0,2464
0.3,1.30.0,530
0.24,1.30.0,470
0.3,1.30.0,460
0.32,1.30.0,370
0.14,1.30.0,230
0.28,1.30.0,480
0.13,1.30.0,1242
0.14,1.30.0,325
0.03,1.30.0,90
0.03,1.30.0,140
0.32,1.30.0,571
0.12,1.30.0,230
0.28,1.30.0,480
0.37,1.30.0,616
0.17,1.30.0,390
0.22,1.30.0,427
0.01,1.30.0,90
0.08,1.30.0,820
0.02,1.30.0,158
0.06,1.30.0,349
0.1,1.30.0,568
0.03,1.30.0,209
0.27,1.30.0,2598
0.03,1.30.0,281
0.43,1.30.0,3327
0.48,1.30.0,5574
0.14,1.30.0,1103
0.15,1.30.0,1563
0.29,1.30.0,3850
0.11,1.30.0,10578
0.01,1.30.0,150
0.01,1.30.0,14625
0.02,1.31.0,44
0.01,1.31.0,60
0.04,1.31.0,660
0.01,1.31.0,261
0.01,1.31.0,154
0.02,1.31.0,651
0.03,1.31.0,924
0.01,1.31.0,121
0.01,1.31.0,333
0.02,1.31.0,588
0.03,1.31.0,894
0.05,1.31.0,1675
0.01,1.31.0,86
0.01,1.31.0,201
0.03,1.31.0,886
0.03,1.31.0,675
0.02,1.31.0,6835
0.04,1.31.0,928
0.01,1.31.0,313
0.02,1.31.0,640
0.2,1.31.0,5585
0.26,1.31.0,3309
0.15,1.31.0,2105
0.09,1.31.0,1946
0.15,1.31.0,2106
0.15,1.31.0,3306
0.07,1.31.0,1195
0.27,1.31.0,4065
0.12,1.31.0,1456
0.03,1.31.0,559
0.07,1.31.0,1367
0.29,1.31.0,5383
0.07,1.31.0,1501
0.01,1.31.0,115
0.12,1.31.0,2271
0.01,1.31.0,138
0.31,1.31.0,4853
0.25,1.31.0,4646
0.12,1.31.0,2399
0.02,1.31.0,588
0.36,1.31.0,9250
0.09,1.31.0,3969
0.08,1.31.0,1270
0.04,1.31.0,666
0.05,1.31.0,894
0.09,1.31.0,1508
0.03,1.31.0,452
0.08,1.31.0,1085
0.02,1.31.0,188
0.12,1.31.0,2870
0.03,1.31.0,676
0.1,1.31.0,2202
0.05,1.31.0,1049
0.02,1.31.0,575
0.19,1.31.0,4559
0.18,1.31.0,5227
0.03,1.31.0,1246
0.16,1.31.0,3287
0.11,1.31.0,1745
0.44,1.31.0,7196
0.05,1.31.0,1122
0.18,1.31.0,4578
0.13,1.31.0,2766
0.26,1.31.0,5632
0.01,1.31.0,94
0.09,1.31.0,1208
0.06,1.31.0,904
0.07,1.31.0,1056
0.04,1.31.0,467
0.08,1.31.0,780
0.17,1.31.0,3718
0.11,1.31.0,2706
0.02,1.31.0,214
0.21,1.31.0,32505
0.04,1.31.0,915
0.01,1.31.0,137
0.05,1.31.0,1045
0.01,1.31.0,245
0.1,1.31.0,2123
0.08,1.31.0,1436
0.19,1.31.0,3815
0.04,1.31.0,359
0.02,1.31.0,340
0.02,1.31.0,274
0.01,1.31.0,150
0.21,1.31.0,2794
0.01,1.31.0,165
0.13,1.31.0,4402
0.25,1.31.0,4418
0.07,1.31.0,1542
0.04,1.31.0,607
0.05,1.31.0,777
0.27,1.31.0,4057
0.04,1.31.0,475
0.01,1.31.0,30
0.38,1.31.0,5355
0.04,1.31.0,819
0.13,1.31.0,1669
0.29,1.31.0,3177
0.02,1.31.0,123
0.55,1.31.0,8107
0.06,1.31.0,765
0.06,1.31.0,568
0.09,1.31.0,1029
0.09,1.31.0,922
0.08,1.31.0,983
0.03,1.31.0,217
0.07,1.31.0,974
0.02,1.31.0,100
0.03,1.31.0,476
0.3,1.31.0,4931
0.04,1.31.0,505
0.02,1.31.0,213
0.19,1.31.0,2515
0.09,1.31.0,1164
0.16,1.31.0,3202
0.12,1.31.0,1679
0.08,1.31.0,849
0.16,1.31.0,3320
0.04,1.31.0,193
0.02,1.31.0,163
0.04,1.31.0,373
0.08,1.31.0,685
0.21,1.31.0,2269
0.03,1.31.0,293
0.18,1.31.0,1991
0.03,1.31.0,265
0.02,1.31.0,342
0.01,1.31.0,102
0.02,1.31.0,60
0.02,1.31.0,142
0.03,1.31.0,3573
0.03,1.31.0,148
0.01,1.31.0,700
0.03,1.31.0,140
0.03,1.31.0,370
0.02,1.31.0,89
0.06,1.31.0,641
